author,avgrating,awards,five_stars,four_stars,genre,numpages,one_stars,origpubdate,pubyear,pubdate,publisher,three_stars,title,totalratings,totalreviews,two_stars
Harry Allard,4.34,,15401,7021,Childrens,32,166,1982,1982,1982,Houghton Mifflin Company,4332,Miss Nelson Is Back,27572,216,652
Luigi Serafini,4.52,,1703,511,Art,365,33,1981,1981,1981,Prestel,181,Codex Seraphinianus. Ein Orbis Pictus des Universums der Phantasie.,2495,259,67
Nora Roberts,3.94,,1901,1535,Romance,189,85,1981,1981,1981,Silhouette Books,1292,Irish Thoroughbred,5135,186,322
Albert B. Facey,4.14,,2548,2138,Biography,331,77,1981,1981,1981,Penguin Books Australia Ltd,959,A Fortunate Life,5978,392,256
Chris Van Allsburg,4.04,,9264,7682,Childrens,32,390,1981,1981,1981,Houghton Mifflin Company,5029,Jumanji,23474,1426,1109
Sylvia Plath,4.2,,13671,9357,Poetry,349,505,1981,1981,1981,Turtleback,4382,The Collected Poems,28858,413,943
Marge Piercy,4.21,,813,613,Poetry,133,14,March 12th 1980,1980,March 12th 1980,Knopf,302,The Moon Is Always Female: Poems,1788,92,46
Alvin Toffler,3.93,,665,795,Nonfiction,544,27,January 1st 1980,1980,January 1st 1980,William Morrow & Company,495,The Third Wave,2097,125,115
Donald F. Glut,4.11,,4419,3129,Media Tie In,214,134,29342,1980,May-80,Del Rey/Ballantine Books,2081,The Empire Strikes Back,10178,223,415
Enny Arrow,3.5,,424,289,Novels,95,177,1980,1980,1980,Penerbit Mawar,245,Puncak Bukit Kemesraan,1277,29,142
Haruki Murakami,3.56,,1202,2749,Fiction,215,94,1980,1980,1980,Kodansha International Ltd.,2927,"Pinball, 1973",7653,477,681
Robert Munsch,4.32,,23349,11762,Childrens,32,541,May 1st 1980,1980,May 1st 1980,Annick Press,5668,The Paper Bag Princess,42596,1746,1276
Jacqueline Kelly,3.98,,8810,10082,Historical,344,609,2009,2009,2009,Henry Holt and Company,4987,The Evolution of Calpurnia Tate,25742,4181,1254
Jennifer Estep,3.96,,9345,9818,Young Adult,350,591,August 1st 2011,2011,August 1st 2011,Kensington -Teen,5715,Touch of Frost,26991,1961,1522
A.C. Gaughen,3.94,,7941,7440,Young Adult,287,728,February 14th 2012,2012,February 14th 2012,Walker Childrens,4403,Scarlet,21817,2658,1305
Penny Reid,3.95,,12873,13056,Romance,403,1093,March 14th 2013,2013,March 14th 2013,Caped Publishing,7426,Neanderthal Seeks Human,36509,3719,2061
Jennifer L. Armentrout,3.78,,9991,13158,New Adult,252,1034,July 15th 2013,2013,July 15th 2013,Spencer Hill Contemporary,9513,Frigid,36435,2823,2739
Wendy Higgins,4.27,,21252,13025,Young Adult,371,484,April 30th 2013,2013,April 30th 2013,HarperTeen,5794,Sweet Peril,41902,2832,1347
Katy Evans,4.29,,22380,12776,Romance,337,558,November 5th 2013,2013,November 5th 2013,Gallery Books,5497,Mine,42684,3182,1473
Claire Messud,3.31,"Scotiabank Giller Prize Nominee (2013),Arab American Book Award Nominee for Fiction (2014),Andrew Carnegie Medal Nominee for Fiction (2014),Goodreads Choice Award Nominee for Fiction (2013),International DUBLIN Literary Award Nominee (2015)",4812,8061,Fiction,272,2131,April 30th 2013,2013,April 30th 2013,A. A. Knopf,9059,The Woman Upstairs,28519,3419,4456
Cassandra Clare,4.05,,8348,6912,Fantasy,274,268,October 29th 2013,2013,October 29th 2013,Simon and Schuster,4474,The Shadowhunter's Codex,21056,1715,1054
J. Kenner,4.21,,21685,16275,Romance,373,401,April 23rd 2013,2013,April 23rd 2013,Bantam,7374,Claim Me,47302,1742,1567
Lawrence Wright,4.03,,10764,14302,Nonfiction,430,605,January 17th 2013,2013,January 17th 2013,Alfred A. Knopf,5695,"Going Clear: Scientology, Hollywood, and the Prison of Belief",32572,4058,1206
Denise Kiernan,3.67,,4167,7331,Nonfiction,373,596,March 5th 2013,2013,March 5th 2013,Touchstone/Simon & Schuster,5689,The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,19313,2717,1530
Brian  McClellan,4.16,,11267,11962,Fantasy,545,291,April 16th 2013,2013,April 16th 2013,Orbit,4018,Promise of Blood,28455,2070,917
Joanna Wylde,4.12,,21061,16922,Romance,306,1055,January 9th 2013,2013,January 9th 2013,Ellora's Cave Publishing Inc.,7737,Reaper's Property,48854,3475,2079
Neil Gaiman,4.05,,15059,14239,Fantasy,113,1016,September 17th 2013,2013,September 17th 2013,HarperCollins,6950,"Fortunately, the Milk",38873,6154,1609
Janet Evanovich,3.77,,12853,16693,Mystery,307,706,November 19th 2013,2013,November 19th 2013,Bantam,14787,Takedown Twenty,48640,5107,3601
Samantha Young,4.24,,19527,16303,Romance,373,342,May 7th 2013,2013,May 7th 2013,NAL,5952,Down London Road,43240,3010,1116
Christina Lauren,4.37,,25306,15100,Romance,432,304,October 29th 2013,2013,October 29th 2013,Gallery Books,5133,Beautiful Player,46827,3201,984
R.K. Lilley,4.28,,28690,16797,Romance,378,696,February 10th 2013,2013,February 10th 2013,R.K. Lilley,7320,Grounded,55305,2301,1802
Leila Sales,3.94,"Milwaukee County Teen Book Award Nominee (2015),Lincoln Award Nominee (2016)",8314,7984,Young Adult,276,721,September 17th 2013,2013,September 17th 2013,"Farrar, Straus and Giroux (BYR)",4843,This Song Will Save Your Life,23224,3343,1362
Saroo Brierley,4.13,,13013,13878,Nonfiction,288,331,June 24th 2013,2013,June 24th 2013,Penguin Aus. Imprint:Viking,5771,A Long Way Home,33897,3206,904
Laurelin Paige,4.15,,18900,16146,Romance,231,610,June 22nd 2013,2013,June 22nd 2013,Mandevilla Press,7112,Fixed on You,44315,2569,1547
Amy Tan,3.61,,7516,12327,Historical,589,1379,November 5th 2013,2013,November 5th 2013,Ecco,9744,The Valley of Amazement,34508,4464,3542
Brad Stone,4.1,,11862,13789,Biography,384,490,October 15th 2013,2013,October 15th 2013,"Little, Brown and Company",5274,The Everything Store: Jeff Bezos and the Age of Amazon,32381,1925,966
Gayle Forman,3.9,,11499,13363,Young Adult,336,689,October 10th 2013,2013,October 10th 2013,Dutton Children's,8545,Just One Year,36389,3914,2293
Amy A. Bartol,4.04,,13122,9495,Fantasy,368,1092,August 8th 2011,2011,August 8th 2011,CreateSpace,5085,Inescapable,30573,2009,1779
Sarah Dessen,3.63,,7670,10663,Young Adult,435,1000,June 4th 2013,2013,June 4th 2013,Viking Books for Young Readers,10439,The Moon and More,33023,3132,3251
Amy Tintera,3.91,,8459,10839,Young Adult,365,536,May 7th 2013,2013,May 7th 2013,HarperTeen,6046,Reboot,27491,3276,1611
Jessica Sorensen,4.11,,17933,16692,New Adult,404,514,July 30th 2013,2013,July 30th 2013,Sphere,8184,The Redemption of Callie & Kayden,45035,3013,1712
Kasie West,4.08,,9090,8724,Young Adult,343,510,February 12th 2013,2013,February 12th 2013,HarperTeen,3843,Pivot Point,23100,3456,933
Cynthia Hand,4.14,,17860,13398,Young Adult,448,610,January 22nd 2013,2013,January 22nd 2013,HarperTeen,6955,Boundless,40490,3824,1667
Nora Roberts,3.91,,16491,14856,Romance,342,1277,October 29th 2013,2013,October 29th 2013,Berkley,10449,Dark Witch,46184,3835,3111
Bill Dedman,3.76,,7223,11196,Nonfiction,456,888,September 10th 2013,2013,September 10th 2013,Ballantine Books,7526,Empty Mansions: The Mysterious Life of Huguette Clark and the Spending of a Great American Fortune,28740,3250,1907
Hugh Howey,4.26,,24470,22776,Science Fiction,458,189,August 17th 2013,2013,August 17th 2013,CreateSpace (Broad Reach Publishing),7471,Dust,55923,3680,1017
Jeff Kinney,4.28,,24074,10872,Fiction,224,874,November 5th 2013,2013,November 5th 2013,Amulet Books,6146,Hard Luck,43597,2639,1631
Hugh Howey,4.12,,21353,25085,Science Fiction,520,278,January 28th 2013,2013,January 28th 2013,Broad Reach Publishing,10081,Shift,58448,3833,1651
Ellen Marie Wiseman,3.86,,9973,13523,Historical,336,726,December 31st 2013,2013,December 31st 2013,Kensington,7785,What She Left Behind,34349,3966,2342
Megan Shepherd,3.69,"Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2015),Lincoln Award Nominee (2015)",5177,6918,Young Adult,420,752,January 29th 2013,2013,January 29th 2013,Balzer + Bray,5172,The Madman’s Daughter,20036,3423,2017
Elizabeth Strout,3.55,,7997,18627,Fiction,320,1464,March 26th 2013,2013,March 26th 2013,Random House,15724,The Burgess Boys,48637,5582,4825
Chris Hadfield,4.15,,14328,12247,Nonfiction,295,658,October 29th 2013,2013,October 29th 2013,"Little, Brown and Company",5057,An Astronaut's Guide to Life on Earth,33396,3109,1106
Ruta Sepetys,4.05,"Pennsylvania Young Readers' Choice Award Nominee for Young Adults (2015),Michigan Library Association Thumbs Up! Award for Honor book (2014),Lincoln Award Nominee (2015),Goodreads Choice Award Nominee for Best Young Adult Fiction (2013),Carnegie Medal Nominee (2014)",11434,13410,Historical,346,525,February 12th 2013,2013,February 12th 2013,Philomel Books,6029,Out of the Easy,32517,4773,1119
David Levithan,4.1,,14790,9069,Young Adult,196,1267,August 27th 2013,2013,August 27th 2013,Knopf Books for Young Readers,4933,Two Boys Kissing,31546,3537,1487
Lang Leav,4.03,,15923,9909,Poetry,176,1396,April 26th 2013,2013,April 26th 2013,Lang Leav,6051,Love & Misadventure,35570,2826,2291
Harlan Coben,3.81,,13750,21337,Mystery,351,995,March 19th 2013,2013,March 19th 2013,Dutton,14104,Six Years,53694,5004,3508
Kass Morgan,3.56,,8008,11865,Young Adult,323,1513,September 3rd 2013,2013,September 3rd 2013,"Little, Brown and Company",11510,The 100,37064,5244,4168
Colleen Hoover,4.28,,26958,15774,Romance,176,582,October 14th 2013,2013,October 14th 2013,Atria Books,7003,Finding Cinderella,52091,5647,1774
Anne Bishop,4.28,,19758,12613,Fantasy,433,710,March 5th 2013,2013,March 5th 2013,Roc,4405,Written in Red,38696,4735,1210
Wally Lamb,3.79,,10958,18390,Fiction,561,1090,October 22nd 2013,2013,October 22nd 2013,Harper,10909,We Are Water,44344,5371,2997
Jasinda Wilder,4.04,,19670,17643,Young Adult,240,1169,March 14th 2013,2013,March 14th 2013,Jasinda Wilder,8919,Falling into You,50031,4344,2630
Richard Flanagan,4.01,,14718,13897,Fiction,467,1036,September 23rd 2013,2013,September 23rd 2013,Vintage Australia,6610,The Narrow Road to the Deep North,38612,5266,2351
Jim Gaffigan,3.76,,12500,19623,Humor,288,959,May 7th 2013,2013,May 7th 2013,Crown Archetype,14664,Dad Is Fat,51248,6378,3502
Deepak Chopra,4.08,,19507,14485,Spirituality,115,997,November 9th 1994,1994,November 9th 1994,"Amber-Allen Publ., New World Library",8459,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams,45591,1052,2143
Christina Lauren,4.23,,29059,22592,Romance,345,566,April 16th 2013,2013,April 16th 2013,Gallery Books,9034,Beautiful Stranger,63098,3464,1847
Diane Chamberlain,4.22,,17719,17575,Historical,368,453,September 3rd 2013,2013,September 3rd 2013,St. Martin's Press,5333,Necessary Lies,41998,4390,918
J.R. Ward,4.31,,29205,15862,Fantasy,608,572,March 26th 2013,2013,March 26th 2013,NAL,7158,Lover at Last,54583,5820,1786
Scott Lynch,4.23,"David Gemmell Ravenheart Award for Best Fantasy Cover Art (2014),Goodreads Choice Award Nominee for Best Fantasy (2013)",26410,24420,Fantasy,650,244,October 8th 2013,2013,October 8th 2013,Del Rey,8582,The Republic of Thieves,61090,3915,1434
Madeleine Roux,3.64,,9998,10797,Fiction,317,1537,August 20th 2013,2013,August 20th 2013,HarperTeen,10217,Asylum,36766,4638,4217
Maya Banks,3.96,,22382,20369,Romance,396,1741,February 5th 2013,2013,February 5th 2013,Berkley,12261,Rush,60407,3766,3654
Therese Anne Fowler,3.83,,9703,17133,Historical,384,706,March 26th 2013,2013,March 26th 2013,St. Martin's Press,9863,Z: A Novel of Zelda Fitzgerald,39562,4254,2157
Joelle Charbonneau,4.05,,17508,18121,Science Fiction,325,777,June 4th 2013,2013,June 4th 2013,Houghton Mifflin,8690,The Testing,47190,5792,2094
Victoria Schwab,4.02,,6934,7830,Fantasy,321,396,January 22nd 2013,2013,January 22nd 2013,Hyperion,3620,The Archived,19676,3694,896
Abbi Glines,4.24,,37322,23236,New Adult,292,927,June 9th 2013,2013,June 9th 2013,Abbi Glines,11071,Forever Too Far,75351,4580,2795
J. Kenner,4.13,,29366,23467,Romance,345,994,January 1st 2013,2013,January 1st 2013,Bantam,11491,Release Me,68223,2990,2905
Michelle Leighton,4.04,,24452,23028,New Adult,215,1140,September 21st 2012,2012,September 21st 2012,Smashwords,12187,Down to You,63816,3328,3009
Suzanne Young,4.07,,14860,12119,Young Adult,405,817,April 30th 2013,2013,April 30th 2013,Simon Pulse,6255,The Program,35933,4805,1882
Jeannette Walls,3.69,,9202,21454,Fiction,267,605,June 11th 2013,2013,June 11th 2013,Scribner,16479,The Silver Star,51116,6029,3376
Alexandra Bracken,4.31,,27755,18432,Science Fiction,507,453,October 15th 2013,2013,October 15th 2013,Disney-Hyperion,6585,Never Fade,54565,5151,1340
Robyn Schneider,3.77,"Milwaukee County Teen Book Award Nominee (2014),Lincoln Award Nominee (2015)",11632,16068,Young Adult,335,1057,August 27th 2013,2013,August 27th 2013,Katherine Tegen,11535,The Beginning of Everything,43769,5040,3477
Jennifer E. Smith,3.69,,10791,15431,Young Adult,404,1152,April 2nd 2013,2013,April 2nd 2013,Headline,13485,This Is What Happy Looks Like,44824,4850,3965
Veronica Roth,4.18,,22304,15888,Young Adult,55,471,September 3rd 2013,2013,September 3rd 2013,Katherine Tegen Books,8651,The Transfer,48993,2976,1679
Veronica Rossi,4.16,Goodreads Choice Award Nominee for Best Young Adult Fantasy & Science Fiction (2013),26777,23224,Science Fiction,341,964,January 8th 2013,2013,January 8th 2013,HarperCollins,9711,Through the Ever Night,62676,4247,2000
Soman Chainani,4,Waterstones Children's Book Prize Nominee (2014),19087,13913,Fantasy,488,1738,May 14th 2013,2013,May 14th 2013,HarperCollins,8070,The School for Good and Evil,45606,5480,2798
Holly Black,3.86,,14076,15811,Young Adult,419,1323,September 3rd 2013,2013,September 3rd 2013,"Little, Brown Books for Young Readers",10122,The Coldest Girl in Coldtown,44504,6771,3172
Kiera Cass,3.94,,20987,18605,Young Adult,64,912,March 5th 2013,2013,March 5th 2013,HarperTeen,14506,The Prince,58760,3729,3750
S.C. Stephens,4.42,,44593,18355,Romance,546,859,March 5th 2013,2013,March 5th 2013,Gallery Books,7635,Reckless,73337,5416,1895
Ann Leckie,3.97,,18818,22299,Science Fiction,386,1346,October 1st 2013,2013,October 1st 2013,Orbit,10206,Ancillary Justice,55696,6651,3027
Charlaine Harris,3.41,,15058,18995,Fantasy,338,5374,May 7th 2013,2013,May 7th 2013,Ace,20624,Dead Ever After,69768,9333,9717
Melanie Benjamin,3.88,,14564,25977,Historical,416,825,January 15th 2013,2013,January 15th 2013,Delacorte Press,13381,The Aviator's Wife,57606,6748,2859
Robert Jordan,4.5,,54553,21283,Fantasy,909,748,January 8th 2013,2013,January 8th 2013,Tor Books,6703,A Memory of Light,84726,5111,1439
Jennifer L. Armentrout,4.43,,43061,20562,Romance,364,539,August 27th 2013,2013,August 27th 2013,Entangled Publishing,7374,Origin,73017,6936,1481
Colleen Hoover,4.17,,30180,19652,Romance,304,984,April 30th 2013,2013,April 30th 2013,Atria Books,10509,This Girl,64224,5947,2899
V.E. Schwab,4.27,,17229,12604,Fantasy,368,310,September 24th 2013,2013,September 24th 2013,Tor,4715,Vicious,35888,7121,1030
A.G. Howard,3.95,,17720,13670,Fantasy,371,1747,January 1st 2013,2013,January 1st 2013,Amulet Books,8275,Splintered,44559,6923,3147
John Grisham,3.99,,27024,38673,Fiction,447,753,October 22nd 2013,2013,October 22nd 2013,Doubleday,19042,Sycamore Row,88859,9059,3367
Samantha Shannon,3.75,,12813,16418,Fantasy,466,1742,August 20th 2013,2013,August 20th 2013,Bloomsbury USA,10871,The Bone Season,45829,7215,3985
Susan Ee,4.21,,34110,26465,Fantasy,320,847,November 19th 2013,2013,November 19th 2013,Skyscape,11397,World After,75153,7440,2334
Joe Hill,4.06,"Bram Stoker Award Nominee for Best Novel (2013),Goodreads Choice Award Nominee for Horror (2013)",25303,26470,Horror,692,1331,April 30th 2013,2013,April 30th 2013,William Morrow,11274,NOS4A2,67285,8486,2907
Kasie West,3.94,,17195,18764,Young Adult,320,893,July 2nd 2013,2013,July 2nd 2013,HarperTeen,11851,The Distance Between Us,51456,6069,2753
Katy Evans,4.21,,47320,25629,Romance,293,2442,April 8th 2013,2013,April 8th 2013,Smashwords,12648,Real,92101,7152,4062
Richelle Mead,4.4,,46329,25268,Young Adult,401,588,February 12th 2013,2013,February 12th 2013,Razorbill / Penguin Group,8926,The Indigo Spell,82500,5764,1389
Abbi Glines,4.21,,50288,34099,New Adult,193,1436,February 25th 2013,2013,February 25th 2013,Smashwords,16094,Never Too Far,105950,6021,4033
Colleen Hoover,4.37,,47333,23132,Romance,321,1061,July 8th 2013,2013,July 8th 2013,Atria Books,9183,Losing Hope,82835,6769,2126
Jhumpa Lahiri,3.83,"Man Booker Prize Nominee (2013),NAIBA Book of the Year for Fiction (2014),Women's Prize for Fiction Nominee (2014),Andrew Carnegie Medal Nominee for Fiction (2014),National Book Award Finalist for Fiction (2013)",17858,31688,Fiction,340,1373,September 24th 2013,2013,September 24th 2013,Knopf,17751,The Lowland,72948,7536,4278
Stephen King,3.9,"Anthony Award Nominee for Best Paperback Original (2014),Edgar Award Nominee for Best Paperback Original (2014),Goodreads Choice Award Nominee (2013)",25380,37092,Mystery,283,1428,June 4th 2013,2013,June 4th 2013,Hard Case Crime,20619,Joyland,88993,10097,4474
Elizabeth Gilbert,3.82,,21890,28148,Fiction,501,2358,October 1st 2013,2013,October 1st 2013,Riverhead Books,16989,The Signature of All Things,75133,9776,5748
Karen Joy Fowler,3.72,"Man Booker Prize Nominee (2014),Nebula Award Nominee for Best Novel (2013),Warwick Prize for Writing Nominee for Shortlist (2015),PEN/Faulkner Award for Fiction (2014),California Book Award for Fiction (Gold) (2013)",19023,33381,Fiction,310,2246,May 30th 2013,2013,May 30th 2013,G.P. Putnam's Sons,22540,We Are All Completely Beside Ourselves,84037,10162,6847
Jen Sincero,4.01,,23747,17161,Self Help,256,2170,April 23rd 2013,2013,April 23rd 2013,Running Press Adult,9644,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,56263,4308,3541
Amie Kaufman,3.93,"Aurealis Award for Best Young Adult Novel (2013),The Inky Awards Nominee for Gold Inky (2014),Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2014),The Inky Awards Shortlist for Gold Inky (2014)",17727,19045,Young Adult,384,1611,December 10th 2013,2013,December 10th 2013,Disney Hyperion,10589,These Broken Stars,52012,7589,3040
Maggie Stiefvater,4.27,,47364,35887,Fantasy,439,925,September 17th 2013,2013,September 17th 2013,Scholastic Press,12718,The Dream Thieves,99436,12255,2542
Leigh Bardugo,4.08,,39315,42469,Young Adult,435,1151,June 4th 2013,2013,June 4th 2013,Henry Holt and Company,19758,Siege and Storm,106610,11605,3917
David Sedaris,3.8,,24482,39195,Humor,275,2125,April 23rd 2013,2013,April 23rd 2013,"Little, Brown and Company",25256,Let's Explore Diabetes with Owls,97015,8333,5957
Lauren Oliver,3.74,,30567,39245,Young Adult,391,2634,March 5th 2013,2013,March 5th 2013,HarperCollins Children's Books,31579,Requiem,114178,12488,10153
Kimberly McCreight,3.83,,25874,45493,Mystery,382,1722,April 2nd 2013,2013,April 2nd 2013,HarperCollins,27088,Reconstructing Amelia,106280,10673,6103
Christina Lauren,4.04,,53628,39626,Romance,320,3979,February 12th 2013,2013,February 12th 2013,Gallery Books,22008,Beautiful Bastard,126311,7721,7070
Brandon Sanderson,4.16,,45642,44710,Fantasy,386,1370,September 24th 2013,2013,September 24th 2013,Delacorte Press,17150,Steelheart,112215,10966,3343
Marie Lu,4.36,,74796,41121,Science Fiction,369,1162,November 5th 2013,2013,November 5th 2013,Putnam Juvenile,15624,Champion,135842,13548,3139
